run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,contradictory_random,50,12,200,399,50,44,6,36,14,4,10,2,34,2123,1212,1,1
13,small-world,contradictory_random,50,12,200,399,50,44,6,33,17,4,13,2,31,1348,901,0.3333333333333333,1
14,small-world,contradictory_random,50,12,200,399,50,44,6,39,11,6,5,0,39,1928,558,0.25,0.5
8,small-world,contradictory_random,50,12,200,399,50,44,6,43,7,5,2,1,42,2700,1333,1,1
12,small-world,contradictory_random,50,12,200,399,50,44,6,40,10,5,5,1,39,1554,557,0.16666666666666666,1
15,small-world,contradictory_random,50,12,200,399,50,44,6,7,43,1,42,5,2,48,2910,1,0.5
2,small-world,contradictory_random,50,12,200,399,50,44,6,12,38,2,36,4,8,0,3718,1,1
4,small-world,contradictory_random,50,12,200,399,50,44,6,32,18,5,13,1,31,1668,1559,0.5,1
10,small-world,contradictory_random,50,12,200,399,50,44,6,38,12,4,8,2,36,1333,869,0.2,1
6,small-world,contradictory_random,50,12,200,399,50,44,6,38,12,5,7,1,37,1471,371,0.2,0.5
3,small-world,contradictory_random,50,12,200,399,50,44,6,5,45,1,44,5,0,0,3407,0.5,1
7,small-world,contradictory_random,50,12,200,399,50,44,6,37,13,5,8,1,36,1875,1219,1,0.3333333333333333
9,small-world,contradictory_random,50,12,200,399,50,44,6,8,42,0,42,6,2,48,2680,1,0.5
5,small-world,contradictory_random,50,12,200,399,50,44,6,11,39,1,38,5,6,346,3568,1,1
11,small-world,contradictory_random,50,12,200,399,50,44,6,10,40,1,39,5,5,48,3009,1,0.5
18,small-world,contradictory_random,50,12,200,399,50,44,6,42,8,4,4,2,40,1958,373,1,1
28,small-world,contradictory_random,50,12,200,399,50,44,6,44,6,6,0,0,44,1698,230,1,1
17,small-world,contradictory_random,50,12,200,399,50,44,6,39,11,5,6,1,38,1648,964,1,1
16,small-world,contradictory_random,50,12,200,399,50,44,6,9,41,1,40,5,4,95,3730,1,1
19,small-world,contradictory_random,50,12,200,399,50,44,6,36,14,5,9,1,35,1328,506,0.2,0.25
29,small-world,contradictory_random,50,12,200,399,50,44,6,5,45,1,44,5,0,273,3670,0.14285714285714285,1
22,small-world,contradictory_random,50,12,200,399,50,44,6,43,7,6,1,0,43,1462,48,0.5,0.5
21,small-world,contradictory_random,50,12,200,399,50,44,6,31,19,4,15,2,29,1693,1135,0.25,1
24,small-world,contradictory_random,50,12,200,399,50,44,6,41,9,5,4,1,40,1582,190,1,0.3333333333333333
20,small-world,contradictory_random,50,12,200,399,50,44,6,20,30,2,28,4,16,140,2621,1,1
23,small-world,contradictory_random,50,12,200,399,50,44,6,8,42,0,42,6,2,48,3484,0.5,1
25,small-world,contradictory_random,50,12,200,399,50,44,6,26,24,3,21,3,23,871,1730,0.16666666666666666,1
27,small-world,contradictory_random,50,12,200,399,50,44,6,40,10,4,6,2,38,1755,418,1,0.5
26,small-world,contradictory_random,50,12,200,399,50,44,6,20,30,0,30,6,14,1540,2823,0.3333333333333333,0.5
30,small-world,contradictory_random,50,12,200,399,50,44,6,20,30,0,30,6,14,505,2790,1,0.5
