run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,paranoid_max,300,12,200,399,300,264,36,202,98,23,75,13,189,113330,44118,,1
13,small-world,paranoid_max,300,12,200,399,300,264,36,52,248,6,242,30,22,2661,212379,,1
12,small-world,paranoid_max,300,12,200,399,300,264,36,53,247,8,239,28,25,5619,176733,,1
4,small-world,paranoid_max,300,12,200,399,300,264,36,67,233,6,227,30,37,14282,192721,,1
10,small-world,paranoid_max,300,12,200,399,300,264,36,238,62,30,32,6,232,126758,14717,,1
11,small-world,paranoid_max,300,12,200,399,300,264,36,54,246,8,238,28,26,5895,196808,,1
9,small-world,paranoid_max,300,12,200,399,300,264,36,54,246,8,238,28,26,5568,157643,,1
5,small-world,paranoid_max,300,12,200,399,300,264,36,41,259,4,255,32,9,595,191212,,1
8,small-world,paranoid_max,300,12,200,399,300,264,36,105,195,10,185,26,79,12761,168301,,1
3,small-world,paranoid_max,300,12,200,399,300,264,36,68,232,6,226,30,38,9638,184642,,1
7,small-world,paranoid_max,300,12,200,399,300,264,36,65,235,7,228,29,36,6476,193483,,1
6,small-world,paranoid_max,300,12,200,399,300,264,36,48,252,8,244,28,20,2675,180039,,1
2,small-world,paranoid_max,300,12,200,399,300,264,36,46,254,8,246,28,18,3850,164688,,1
14,small-world,paranoid_max,300,12,200,399,300,264,36,198,102,17,85,19,179,78486,119712,,1
16,small-world,paranoid_max,300,12,200,399,300,264,36,82,218,7,211,29,53,11938,189087,,1
15,small-world,paranoid_max,300,12,200,399,300,264,36,65,235,4,231,32,33,2368,219850,,1
26,small-world,paranoid_max,300,12,200,399,300,264,36,73,227,5,222,31,42,10437,214521,,1
18,small-world,paranoid_max,300,12,200,399,300,264,36,74,226,5,221,31,43,5827,164255,,1
17,small-world,paranoid_max,300,12,200,399,300,264,36,106,194,8,186,28,78,20996,174877,,1
20,small-world,paranoid_max,300,12,200,399,300,264,36,58,242,3,239,33,25,3486,218153,,1
19,small-world,paranoid_max,300,12,200,399,300,264,36,50,250,2,248,34,16,298,186212,,1
23,small-world,paranoid_max,300,12,200,399,300,264,36,76,224,2,222,34,42,3797,184852,,1
22,small-world,paranoid_max,300,12,200,399,300,264,36,56,244,5,239,31,25,1785,195386,,1
24,small-world,paranoid_max,300,12,200,399,300,264,36,91,209,9,200,27,64,17565,154565,,1
21,small-world,paranoid_max,300,12,200,399,300,264,36,53,247,3,244,33,20,3221,172268,,1
25,small-world,paranoid_max,300,12,200,399,300,264,36,50,250,3,247,33,17,3800,206966,,1
27,small-world,paranoid_max,300,12,200,399,300,264,36,233,67,28,39,8,225,107677,19053,,1
29,small-world,paranoid_max,300,12,200,399,300,264,36,88,212,9,203,27,61,11993,197107,,1
30,small-world,paranoid_max,300,12,200,399,300,264,36,118,182,12,170,24,94,32409,151106,,1
28,small-world,paranoid_max,300,12,200,399,300,264,36,115,185,21,164,15,100,93678,197829,,1
