run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_random,300,50,200,399,300,150,150,158,142,77,65,73,85,87733,79187,1,
7,small-world,standard_random,300,50,200,399,300,150,150,135,165,89,76,61,74,127721,75950,1,
6,small-world,standard_random,300,50,200,399,300,150,150,157,143,90,53,60,97,121035,51732,1,
11,small-world,standard_random,300,50,200,399,300,150,150,157,143,60,83,90,67,48130,141556,0.25,
13,small-world,standard_random,300,50,200,399,300,150,150,137,163,74,89,76,61,76227,103909,0.25,
2,small-world,standard_random,300,50,200,399,300,150,150,130,170,100,70,50,80,122915,63692,1,
14,small-world,standard_random,300,50,200,399,300,150,150,144,156,98,58,52,92,127476,41655,1,
8,small-world,standard_random,300,50,200,399,300,150,150,138,162,80,82,70,68,130828,106839,1,
9,small-world,standard_random,300,50,200,399,300,150,150,152,148,94,54,56,96,106253,50032,1,
3,small-world,standard_random,300,50,200,399,300,150,150,150,150,63,87,87,63,104376,141612,1,
4,small-world,standard_random,300,50,200,399,300,150,150,153,147,76,71,74,79,99943,90581,1,
10,small-world,standard_random,300,50,200,399,300,150,150,151,149,92,57,58,93,119064,49941,1,
12,small-world,standard_random,300,50,200,399,300,150,150,145,155,96,59,54,91,113664,49321,1,
15,small-world,standard_random,300,50,200,399,300,150,150,157,143,84,59,66,91,170262,123208,0.3333333333333333,
17,small-world,standard_random,300,50,200,399,300,150,150,156,144,75,69,75,81,107137,105420,1,
5,small-world,standard_random,300,50,200,399,300,150,150,142,158,104,54,46,96,157010,57487,0.5,
16,small-world,standard_random,300,50,200,399,300,150,150,147,153,61,92,89,58,128437,129178,1,
19,small-world,standard_random,300,50,200,399,300,150,150,157,143,59,84,91,66,68270,113877,1,
26,small-world,standard_random,300,50,200,399,300,150,150,155,145,72,73,78,77,82297,115618,1,
27,small-world,standard_random,300,50,200,399,300,150,150,149,151,70,81,80,69,84891,103131,1,
18,small-world,standard_random,300,50,200,399,300,150,150,141,159,96,63,54,87,205112,108737,1,
21,small-world,standard_random,300,50,200,399,300,150,150,157,143,107,36,43,114,191037,34379,1,
22,small-world,standard_random,300,50,200,399,300,150,150,138,162,88,74,62,76,149682,66323,0.5,
24,small-world,standard_random,300,50,200,399,300,150,150,142,158,65,93,85,57,113657,85711,1,
23,small-world,standard_random,300,50,200,399,300,150,150,135,165,88,77,62,73,125447,107205,1,
25,small-world,standard_random,300,50,200,399,300,150,150,142,158,58,100,92,50,66546,154539,1,
20,small-world,standard_random,300,50,200,399,300,150,150,151,149,58,91,92,59,70303,115140,1,
29,small-world,standard_random,300,50,200,399,300,150,150,150,150,82,68,68,82,125919,70433,1,
28,small-world,standard_random,300,50,200,399,300,150,150,155,145,54,91,96,59,48979,122363,1,
30,small-world,standard_random,300,50,200,399,300,150,150,139,161,94,67,56,83,163183,61482,1,
