run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,paranoid_min,50,12,200,399,50,44,6,17,33,3,30,3,14,143,1910,,0.0625
13,small-world,paranoid_min,50,12,200,399,50,44,6,23,27,3,24,3,20,324,1455,,0.058823529411764705
14,small-world,paranoid_min,50,12,200,399,50,44,6,5,45,2,43,4,1,48,3357,,0.08333333333333333
15,small-world,paranoid_min,50,12,200,399,50,44,6,7,43,2,41,4,3,141,3882,,0.1111111111111111
16,small-world,paranoid_min,50,12,200,399,50,44,6,7,43,1,42,5,2,0,3755,,0.08333333333333333
2,small-world,paranoid_min,50,12,200,399,50,44,6,9,41,1,40,5,4,0,3182,,0.07142857142857142
12,small-world,paranoid_min,50,12,200,399,50,44,6,8,42,1,41,5,3,0,2942,,0.06666666666666667
17,small-world,paranoid_min,50,12,200,399,50,44,6,6,44,1,43,5,1,0,4051,,0.08333333333333333
10,small-world,paranoid_min,50,12,200,399,50,44,6,7,43,1,42,5,2,0,3323,,0.08333333333333333
11,small-world,paranoid_min,50,12,200,399,50,44,6,7,43,1,42,5,2,0,3173,,0.0625
5,small-world,paranoid_min,50,12,200,399,50,44,6,15,35,1,34,5,10,0,3098,,0.07692307692307693
6,small-world,paranoid_min,50,12,200,399,50,44,6,6,44,1,43,5,1,0,3311,,0.07692307692307693
7,small-world,paranoid_min,50,12,200,399,50,44,6,5,45,1,44,5,0,0,3073,,0.05
3,small-world,paranoid_min,50,12,200,399,50,44,6,10,40,1,39,5,5,0,3519,,0.1
9,small-world,paranoid_min,50,12,200,399,50,44,6,13,37,1,36,5,8,0,2548,,0.05
8,small-world,paranoid_min,50,12,200,399,50,44,6,9,41,2,39,4,5,375,3094,,0.07142857142857142
4,small-world,paranoid_min,50,12,200,399,50,44,6,4,46,2,44,4,0,0,3584,,0.1
20,small-world,paranoid_min,50,12,200,399,50,44,6,8,42,2,40,4,4,0,3035,,0.07142857142857142
18,small-world,paranoid_min,50,12,200,399,50,44,6,5,45,1,44,5,0,0,3495,,0.09090909090909091
30,small-world,paranoid_min,50,12,200,399,50,44,6,5,45,1,44,5,0,0,3678,,0.07692307692307693
19,small-world,paranoid_min,50,12,200,399,50,44,6,10,40,1,39,5,5,0,2701,,0.05555555555555555
22,small-world,paranoid_min,50,12,200,399,50,44,6,3,47,3,44,3,0,0,3573,,0.08333333333333333
21,small-world,paranoid_min,50,12,200,399,50,44,6,6,44,1,43,5,1,0,4008,,0.06666666666666667
29,small-world,paranoid_min,50,12,200,399,50,44,6,8,42,1,41,5,3,0,3011,,0.058823529411764705
23,small-world,paranoid_min,50,12,200,399,50,44,6,12,38,1,37,5,7,0,2076,,0.038461538461538464
28,small-world,paranoid_min,50,12,200,399,50,44,6,5,45,1,44,5,0,0,3031,,0.08333333333333333
24,small-world,paranoid_min,50,12,200,399,50,44,6,14,36,2,34,4,10,452,3296,,0.1111111111111111
25,small-world,paranoid_min,50,12,200,399,50,44,6,21,29,3,26,3,18,1098,2319,,0.07142857142857142
26,small-world,paranoid_min,50,12,200,399,50,44,6,13,37,2,35,4,9,48,3026,,0.07692307692307693
27,small-world,paranoid_min,50,12,200,399,50,44,6,14,36,2,34,4,10,390,2677,,0.125
