run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_random,50,3,200,399,50,49,1,50,0,0,0,1,49,0,0,1,
7,small-world,standard_random,50,3,200,399,50,49,1,50,0,0,0,1,49,0,0,1,
4,small-world,standard_random,50,3,200,399,50,49,1,50,0,0,0,1,49,0,0,0.5,
13,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,48,0,1,
16,small-world,standard_random,50,3,200,399,50,49,1,45,5,1,4,0,45,1088,233,1,
5,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,48,0,1,
6,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,230,0,0.5,
17,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,48,0,1,
12,small-world,standard_random,50,3,200,399,50,49,1,48,2,1,1,0,48,140,48,1,
15,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,95,0,0.3333333333333333,
3,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,885,0,1,
9,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,592,0,1,
10,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,389,0,0.3333333333333333,
8,small-world,standard_random,50,3,200,399,50,49,1,47,3,1,2,0,47,831,142,1,
11,small-world,standard_random,50,3,200,399,50,49,1,48,2,1,1,0,48,809,48,1,
2,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,830,0,1,
14,small-world,standard_random,50,3,200,399,50,49,1,48,2,1,1,0,48,271,48,0.14285714285714285,
20,small-world,standard_random,50,3,200,399,50,49,1,37,13,1,12,0,37,817,772,0.5,
23,small-world,standard_random,50,3,200,399,50,49,1,50,0,0,0,1,49,0,0,0.5,
22,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,95,0,1,
18,small-world,standard_random,50,3,200,399,50,49,1,50,0,0,0,1,49,0,0,1,
19,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,95,0,1,
21,small-world,standard_random,50,3,200,399,50,49,1,48,2,1,1,0,48,872,48,0.5,
30,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,95,0,1,
29,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,141,0,1,
25,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,705,0,0.25,
24,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,95,0,1,
26,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,314,0,1,
27,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,48,0,0.25,
28,small-world,standard_random,50,3,200,399,50,49,1,49,1,1,0,0,49,95,0,1,
