run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,contradictory_random,150,3,200,399,150,146,4,136,14,3,11,1,135,2288,2892,1,1
6,small-world,contradictory_random,150,3,200,399,150,146,4,130,20,4,16,0,130,6775,6829,0.2,0.16666666666666666
13,small-world,contradictory_random,150,3,200,399,150,146,4,22,128,1,127,3,19,2416,41270,0.16666666666666666,1
11,small-world,contradictory_random,150,3,200,399,150,146,4,139,11,3,8,1,138,18694,8904,0.5,1
9,small-world,contradictory_random,150,3,200,399,150,146,4,7,143,0,143,4,3,2266,43466,1,1
3,small-world,contradictory_random,150,3,200,399,150,146,4,125,25,3,22,1,124,10462,9544,1,0.16666666666666666
10,small-world,contradictory_random,150,3,200,399,150,146,4,3,147,1,146,3,0,0,45063,0.5,1
7,small-world,contradictory_random,150,3,200,399,150,146,4,40,110,1,109,3,37,4722,31131,1,1
5,small-world,contradictory_random,150,3,200,399,150,146,4,4,146,0,146,4,0,0,40721,0.1,1
4,small-world,contradictory_random,150,3,200,399,150,146,4,68,82,2,80,2,66,12235,30186,1,0.07692307692307693
12,small-world,contradictory_random,150,3,200,399,150,146,4,38,112,2,110,2,36,1455,34162,1,1
2,small-world,contradictory_random,150,3,200,399,150,146,4,28,122,1,121,3,25,5356,38864,1,1
8,small-world,contradictory_random,150,3,200,399,150,146,4,5,145,1,144,3,2,148,41866,1,1
15,small-world,contradictory_random,150,3,200,399,150,146,4,92,58,2,56,2,90,1316,19513,0.5,1
14,small-world,contradictory_random,150,3,200,399,150,146,4,131,19,2,17,2,129,8353,8343,0.25,0.14285714285714285
20,small-world,contradictory_random,150,3,200,399,150,146,4,146,4,4,0,0,146,15953,867,0.5,1
18,small-world,contradictory_random,150,3,200,399,150,146,4,143,7,3,4,1,142,15507,1738,1,1
19,small-world,contradictory_random,150,3,200,399,150,146,4,137,13,2,11,2,135,3007,3807,1,1
22,small-world,contradictory_random,150,3,200,399,150,146,4,146,4,4,0,0,146,13364,2422,1,1
16,small-world,contradictory_random,150,3,200,399,150,146,4,3,147,1,146,3,0,0,50564,1,1
17,small-world,contradictory_random,150,3,200,399,150,146,4,6,144,0,144,4,2,148,39419,1,1
24,small-world,contradictory_random,150,3,200,399,150,146,4,37,113,1,112,3,34,3187,35187,1,1
21,small-world,contradictory_random,150,3,200,399,150,146,4,144,6,3,3,1,143,7555,1882,1,0.3333333333333333
25,small-world,contradictory_random,150,3,200,399,150,146,4,65,85,1,84,3,62,6852,28097,1,1
26,small-world,contradictory_random,150,3,200,399,150,146,4,14,136,1,135,3,11,1714,39702,0.3333333333333333,1
23,small-world,contradictory_random,150,3,200,399,150,146,4,10,140,0,140,4,6,2775,43245,1,1
28,small-world,contradictory_random,150,3,200,399,150,146,4,146,4,4,0,0,146,11234,0,1,1
27,small-world,contradictory_random,150,3,200,399,150,146,4,125,25,3,22,1,124,10049,6038,1,1
30,small-world,contradictory_random,150,3,200,399,150,146,4,141,9,3,6,1,140,11941,2450,0.5,1
29,small-world,contradictory_random,150,3,200,399,150,146,4,117,33,4,29,0,117,23862,21071,0.25,1
