run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,144,6,4,2,0,144,8987,882,0.043478260869565216,1
13,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,144,6,4,2,0,144,20561,4299,0.037037037037037035,1
14,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,147,3,3,0,1,146,15515,148,0.047619047619047616,1
10,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,145,5,4,1,0,145,16115,5193,0.03333333333333333,1
6,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,135,15,2,13,2,133,877,2855,0.1,1
7,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,145,5,4,1,0,145,14554,148,0.02,1
11,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,145,5,3,2,1,144,19523,3778,0.047619047619047616,1
4,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,146,4,4,0,0,146,15794,5603,0.038461538461538464,1
3,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,138,12,3,9,1,137,10080,1884,0.03225806451612903,1
8,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,136,14,3,11,1,135,19809,11969,0.037037037037037035,1
9,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,143,7,4,3,0,143,17290,6566,0.038461538461538464,1
5,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,116,34,2,32,2,114,9525,9141,0.04,1
12,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,118,32,3,29,1,117,8008,7347,0.05263157894736842,1
15,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,147,3,3,0,1,146,11280,0,0.058823529411764705,1
2,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,48,102,0,102,4,44,3994,30641,0.041666666666666664,1
17,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,135,15,4,11,0,135,24994,17006,0.043478260869565216,1
26,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,144,6,4,2,0,144,10253,295,0.02127659574468085,1
18,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,143,7,4,3,0,143,19737,8679,0.037037037037037035,1
16,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,142,8,4,4,0,142,19544,736,0.04,1
20,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,133,17,4,13,0,133,22501,12195,0.07142857142857142,1
29,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,146,4,2,2,2,144,12255,4130,0.03571428571428571,1
24,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,109,41,4,37,0,109,15796,9588,0.043478260869565216,1
22,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,105,45,3,42,1,104,13757,16526,0.043478260869565216,1
27,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,137,13,3,10,1,136,17714,3893,0.04,1
21,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,129,21,3,18,1,128,22313,22418,0.05263157894736842,1
19,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,126,24,3,21,1,125,10227,5883,0.023255813953488372,1
23,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,146,4,4,0,0,146,3689,0,0.0625,1
28,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,79,71,2,69,2,77,8706,22511,0.05555555555555555,1
30,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,145,5,4,1,0,145,11444,148,0.058823529411764705,1
25,small-world,contradictory_std-min_prd-max,150,3,200,399,150,146,4,136,14,3,11,1,135,10762,4661,0.04,1
