run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_min,300,50,200,399,300,150,150,145,155,93,62,57,88,121718,57835,0.030303030303030304,
6,small-world,standard_min,300,50,200,399,300,150,150,128,172,68,104,82,46,62664,148412,0.03333333333333333,
13,small-world,standard_min,300,50,200,399,300,150,150,147,153,85,68,65,82,137793,62401,0.030303030303030304,
4,small-world,standard_min,300,50,200,399,300,150,150,147,153,83,70,67,80,115940,88577,0.03571428571428571,
5,small-world,standard_min,300,50,200,399,300,150,150,156,144,98,46,52,104,138925,40958,0.03125,
3,small-world,standard_min,300,50,200,399,300,150,150,147,153,85,68,65,82,102310,83893,0.02564102564102564,
7,small-world,standard_min,300,50,200,399,300,150,150,150,150,86,64,64,86,115658,62855,0.022222222222222223,
8,small-world,standard_min,300,50,200,399,300,150,150,153,147,75,72,75,78,87541,92747,0.027777777777777776,
9,small-world,standard_min,300,50,200,399,300,150,150,148,152,74,78,76,72,88194,117539,0.034482758620689655,
10,small-world,standard_min,300,50,200,399,300,150,150,147,153,83,70,67,80,165768,78133,0.041666666666666664,
12,small-world,standard_min,300,50,200,399,300,150,150,144,156,79,77,71,73,81674,94610,0.029411764705882353,
2,small-world,standard_min,300,50,200,399,300,150,150,135,165,77,88,73,62,113032,139894,0.02564102564102564,
15,small-world,standard_min,300,50,200,399,300,150,150,152,148,88,60,62,90,136796,72998,0.04,
11,small-world,standard_min,300,50,200,399,300,150,150,147,153,75,78,75,72,142280,96622,0.047619047619047616,
14,small-world,standard_min,300,50,200,399,300,150,150,145,155,82,73,68,77,86783,78931,0.03125,
16,small-world,standard_min,300,50,200,399,300,150,150,144,156,80,76,70,74,98482,71056,0.024390243902439025,
25,small-world,standard_min,300,50,200,399,300,150,150,158,142,90,52,60,98,118978,60803,0.02702702702702703,
17,small-world,standard_min,300,50,200,399,300,150,150,145,155,94,61,56,89,136310,162611,0.04,
19,small-world,standard_min,300,50,200,399,300,150,150,138,162,72,90,78,60,85288,102686,0.03571428571428571,
21,small-world,standard_min,300,50,200,399,300,150,150,142,158,97,61,53,89,177752,49789,0.047619047619047616,
27,small-world,standard_min,300,50,200,399,300,150,150,140,160,93,67,57,83,116891,81938,0.03333333333333333,
20,small-world,standard_min,300,50,200,399,300,150,150,160,140,85,55,65,95,106689,66525,0.02702702702702703,
22,small-world,standard_min,300,50,200,399,300,150,150,137,163,90,73,60,77,149704,60382,0.034482758620689655,
23,small-world,standard_min,300,50,200,399,300,150,150,151,149,97,52,53,98,114669,40493,0.02040816326530612,
18,small-world,standard_min,300,50,200,399,300,150,150,141,159,92,67,58,83,118801,84316,0.03333333333333333,
24,small-world,standard_min,300,50,200,399,300,150,150,141,159,83,76,67,74,101410,71496,0.02857142857142857,
29,small-world,standard_min,300,50,200,399,300,150,150,160,140,73,67,77,83,98280,96190,0.03571428571428571,
26,small-world,standard_min,300,50,200,399,300,150,150,176,124,80,44,70,106,104254,44007,0.02127659574468085,
28,small-world,standard_min,300,50,200,399,300,150,150,147,153,76,77,74,73,95641,84803,0.02702702702702703,
30,small-world,standard_min,300,50,200,399,300,150,150,152,148,80,68,70,82,98221,74991,0.020833333333333332,
