run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_random,150,50,200,399,150,75,75,79,71,40,31,35,44,26679,14131,1,
10,small-world,standard_random,150,50,200,399,150,75,75,78,72,37,35,38,40,18573,21796,1,
4,small-world,standard_random,150,50,200,399,150,75,75,78,72,48,24,27,51,29766,9521,0.2,
13,small-world,standard_random,150,50,200,399,150,75,75,80,70,34,36,41,39,22197,22508,1,
9,small-world,standard_random,150,50,200,399,150,75,75,67,83,33,50,42,25,22971,26929,1,
2,small-world,standard_random,150,50,200,399,150,75,75,66,84,44,40,31,35,25126,14231,1,
7,small-world,standard_random,150,50,200,399,150,75,75,73,77,49,28,26,47,24920,14331,1,
12,small-world,standard_random,150,50,200,399,150,75,75,80,70,35,35,40,40,18169,22075,0.25,
3,small-world,standard_random,150,50,200,399,150,75,75,71,79,45,34,30,41,25050,17676,0.5,
5,small-world,standard_random,150,50,200,399,150,75,75,79,71,36,35,39,40,18418,21752,0.5,
8,small-world,standard_random,150,50,200,399,150,75,75,78,72,47,25,28,50,42819,17187,0.3333333333333333,
11,small-world,standard_random,150,50,200,399,150,75,75,68,82,51,31,24,44,27494,13189,1,
6,small-world,standard_random,150,50,200,399,150,75,75,77,73,46,27,29,48,29489,11218,0.2,
16,small-world,standard_random,150,50,200,399,150,75,75,86,64,23,41,52,34,11580,34978,1,
14,small-world,standard_random,150,50,200,399,150,75,75,68,82,62,20,13,55,34871,4981,0.2,
15,small-world,standard_random,150,50,200,399,150,75,75,78,72,40,32,35,43,26624,16902,1,
21,small-world,standard_random,150,50,200,399,150,75,75,70,80,60,20,15,55,35690,9298,1,
17,small-world,standard_random,150,50,200,399,150,75,75,82,68,33,35,42,40,31474,30227,1,
19,small-world,standard_random,150,50,200,399,150,75,75,74,76,49,27,26,48,26046,12118,1,
18,small-world,standard_random,150,50,200,399,150,75,75,85,65,57,8,18,67,38421,3220,1,
20,small-world,standard_random,150,50,200,399,150,75,75,84,66,46,20,29,55,24817,8348,1,
23,small-world,standard_random,150,50,200,399,150,75,75,76,74,53,21,22,54,21371,7807,0.3333333333333333,
26,small-world,standard_random,150,50,200,399,150,75,75,65,85,52,33,23,42,30250,10915,1,
22,small-world,standard_random,150,50,200,399,150,75,75,62,88,46,42,29,33,30448,17523,1,
27,small-world,standard_random,150,50,200,399,150,75,75,78,72,51,21,24,54,33841,6530,0.5,
24,small-world,standard_random,150,50,200,399,150,75,75,68,82,49,33,26,42,35676,12606,1,
25,small-world,standard_random,150,50,200,399,150,75,75,71,79,46,33,29,42,24908,14164,1,
28,small-world,standard_random,150,50,200,399,150,75,75,69,81,34,47,41,28,15118,25825,0.3333333333333333,
29,small-world,standard_random,150,50,200,399,150,75,75,70,80,34,46,41,29,17521,20772,1,
30,small-world,standard_random,150,50,200,399,150,75,75,71,79,38,41,37,34,18601,18899,1,
