run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,42,8,6,2,0,42,1987,660,0.07692307692307693,1
13,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,27,23,4,19,2,25,1808,1815,0.06666666666666667,1
14,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,30,20,1,19,5,25,576,1893,0.09090909090909091,1
8,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,41,9,5,4,1,40,2103,1154,0.1,1
7,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,40,10,3,7,3,37,1431,1691,0.08333333333333333,1
15,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,44,6,6,0,0,44,2436,233,0.08333333333333333,1
3,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,41,9,5,4,1,40,1682,186,0.058823529411764705,1
9,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,44,6,4,2,2,42,1691,574,0.09090909090909091,1
10,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,37,13,6,7,0,37,2038,328,0.0625,1
2,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,43,7,6,1,0,43,1732,762,0.07692307692307693,1
12,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,33,17,6,11,0,33,1878,837,0.0625,1
4,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,43,7,6,1,0,43,2210,96,0.1,1
11,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,29,21,5,16,1,28,1727,1150,0.1111111111111111,1
5,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,24,26,2,24,4,20,880,2188,0.1,1
18,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,40,10,6,4,0,40,1670,192,0.0625,1
6,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,15,35,4,31,2,13,841,2680,0.09090909090909091,1
19,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,40,10,6,4,0,40,1450,189,0.05,1
16,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,43,7,3,4,3,40,1523,188,0.0625,1
26,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,20,30,3,27,3,17,909,2896,0.125,1
17,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,17,33,4,29,2,15,790,3073,0.125,1
20,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,40,10,5,5,1,39,2899,990,0.1,1
22,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,38,12,6,6,0,38,1292,238,0.05555555555555555,1
23,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,30,20,3,17,3,27,1276,1428,0.1111111111111111,1
24,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,34,16,3,13,3,31,1331,1169,0.08333333333333333,1
21,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,26,24,4,20,2,24,1727,2243,0.16666666666666666,1
27,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,46,4,3,1,3,43,1678,142,0.06666666666666667,1
28,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,39,11,3,8,3,36,1331,506,0.14285714285714285,1
25,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,23,27,3,24,3,20,1543,2797,0.09090909090909091,1
30,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,40,10,4,6,2,38,2662,421,0.1111111111111111,1
29,small-world,contradictory_std-min_prd-max,50,12,200,399,50,44,6,37,13,5,8,1,36,2094,559,0.07692307692307693,1
