run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_max,50,50,200,399,50,25,25,26,24,18,6,7,19,2601,579,1,
13,small-world,standard_max,50,50,200,399,50,25,25,28,22,13,9,12,16,1711,1279,1,
14,small-world,standard_max,50,50,200,399,50,25,25,19,31,15,16,10,9,1444,1902,1,
15,small-world,standard_max,50,50,200,399,50,25,25,28,22,19,3,6,22,3261,947,1,
8,small-world,standard_max,50,50,200,399,50,25,25,26,24,20,4,5,21,2637,331,1,
9,small-world,standard_max,50,50,200,399,50,25,25,24,26,19,7,6,18,1978,592,1,
7,small-world,standard_max,50,50,200,399,50,25,25,27,23,19,4,6,21,2166,425,1,
10,small-world,standard_max,50,50,200,399,50,25,25,24,26,15,11,10,14,1622,1205,1,
11,small-world,standard_max,50,50,200,399,50,25,25,23,27,12,15,13,10,1290,2034,1,
3,small-world,standard_max,50,50,200,399,50,25,25,22,28,17,11,8,14,2691,739,1,
4,small-world,standard_max,50,50,200,399,50,25,25,30,20,9,11,16,14,1905,1694,1,
6,small-world,standard_max,50,50,200,399,50,25,25,23,27,21,6,4,19,2932,473,1,
2,small-world,standard_max,50,50,200,399,50,25,25,23,27,18,9,7,16,1823,850,1,
5,small-world,standard_max,50,50,200,399,50,25,25,30,20,14,6,11,19,2681,1303,1,
12,small-world,standard_max,50,50,200,399,50,25,25,23,27,13,14,12,11,1743,3102,1,
16,small-world,standard_max,50,50,200,399,50,25,25,27,23,7,16,18,9,1315,2151,1,
28,small-world,standard_max,50,50,200,399,50,25,25,29,21,13,8,12,17,2387,786,1,
17,small-world,standard_max,50,50,200,399,50,25,25,29,21,7,14,18,11,2223,3450,1,
18,small-world,standard_max,50,50,200,399,50,25,25,25,25,15,10,10,15,2521,1167,1,
21,small-world,standard_max,50,50,200,399,50,25,25,29,21,13,8,12,17,2158,1261,1,
29,small-world,standard_max,50,50,200,399,50,25,25,20,30,20,10,5,15,2148,856,1,
24,small-world,standard_max,50,50,200,399,50,25,25,30,20,12,8,13,17,1666,1245,1,
19,small-world,standard_max,50,50,200,399,50,25,25,21,29,13,16,12,9,1119,2433,1,
22,small-world,standard_max,50,50,200,399,50,25,25,23,27,19,8,6,17,2941,613,1,
23,small-world,standard_max,50,50,200,399,50,25,25,27,23,9,14,16,11,1432,3078,1,
26,small-world,standard_max,50,50,200,399,50,25,25,24,26,16,10,9,15,1783,967,1,
27,small-world,standard_max,50,50,200,399,50,25,25,24,26,14,12,11,13,2480,2260,1,
25,small-world,standard_max,50,50,200,399,50,25,25,28,22,15,7,10,18,2412,914,1,
20,small-world,standard_max,50,50,200,399,50,25,25,22,28,18,10,7,15,2511,777,1,
30,small-world,standard_max,50,50,200,399,50,25,25,26,24,21,3,4,22,2472,189,1,
