run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,paranoid_random,50,50,200,399,50,25,25,31,19,11,8,14,17,1621,1733,,0.5
13,small-world,paranoid_random,50,50,200,399,50,25,25,23,27,8,19,17,6,675,2220,,0.5
14,small-world,paranoid_random,50,50,200,399,50,25,25,19,31,11,20,14,5,1106,2469,,1
10,small-world,paranoid_random,50,50,200,399,50,25,25,30,20,5,15,20,10,188,2261,,1
15,small-world,paranoid_random,50,50,200,399,50,25,25,29,21,13,8,12,17,2334,1115,,1
7,small-world,paranoid_random,50,50,200,399,50,25,25,23,27,5,22,20,3,236,2504,,1
8,small-world,paranoid_random,50,50,200,399,50,25,25,23,27,8,19,17,6,597,2722,,0.2
3,small-world,paranoid_random,50,50,200,399,50,25,25,20,30,10,20,15,5,641,2706,,1
2,small-world,paranoid_random,50,50,200,399,50,25,25,21,29,9,20,16,5,658,2500,,1
5,small-world,paranoid_random,50,50,200,399,50,25,25,24,26,10,16,15,9,1290,2017,,1
12,small-world,paranoid_random,50,50,200,399,50,25,25,21,29,10,19,15,6,549,3387,,1
6,small-world,paranoid_random,50,50,200,399,50,25,25,27,23,14,9,11,16,2258,1814,,1
4,small-world,paranoid_random,50,50,200,399,50,25,25,27,23,9,14,16,11,1616,2151,,1
9,small-world,paranoid_random,50,50,200,399,50,25,25,17,33,10,23,15,2,803,3772,,1
17,small-world,paranoid_random,50,50,200,399,50,25,25,27,23,11,12,14,13,1260,1439,,1
11,small-world,paranoid_random,50,50,200,399,50,25,25,24,26,11,15,14,10,1346,3008,,1
27,small-world,paranoid_random,50,50,200,399,50,25,25,28,22,5,17,20,8,903,3425,,1
29,small-world,paranoid_random,50,50,200,399,50,25,25,31,19,5,14,20,11,514,2052,,1
18,small-world,paranoid_random,50,50,200,399,50,25,25,32,18,9,9,16,16,1695,1830,,0.125
16,small-world,paranoid_random,50,50,200,399,50,25,25,21,29,13,16,12,9,1584,1712,,1
19,small-world,paranoid_random,50,50,200,399,50,25,25,25,25,7,18,18,7,1132,2600,,1
21,small-world,paranoid_random,50,50,200,399,50,25,25,29,21,8,13,17,12,1778,1586,,0.5
20,small-world,paranoid_random,50,50,200,399,50,25,25,28,22,8,14,17,11,1229,2200,,0.3333333333333333
30,small-world,paranoid_random,50,50,200,399,50,25,25,24,26,3,23,22,2,96,1905,,1
26,small-world,paranoid_random,50,50,200,399,50,25,25,27,23,3,20,22,5,95,2525,,1
22,small-world,paranoid_random,50,50,200,399,50,25,25,26,24,6,18,19,7,555,2691,,1
25,small-world,paranoid_random,50,50,200,399,50,25,25,26,24,12,12,13,13,1576,1776,,1
23,small-world,paranoid_random,50,50,200,399,50,25,25,25,25,13,12,12,13,2402,1531,,1
28,small-world,paranoid_random,50,50,200,399,50,25,25,22,28,9,19,16,6,935,2510,,1
24,small-world,paranoid_random,50,50,200,399,50,25,25,27,23,6,17,19,8,377,2217,,1
