run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_max,150,3,200,399,150,146,4,140,10,3,7,1,139,15156,1315,1,
13,small-world,standard_max,150,3,200,399,150,146,4,145,5,2,3,2,143,2019,736,1,
3,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,13897,148,1,
11,small-world,standard_max,150,3,200,399,150,146,4,144,6,4,2,0,144,17267,295,1,
2,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,5904,148,1,
12,small-world,standard_max,150,3,200,399,150,146,4,145,5,3,2,1,144,13433,588,1,
8,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,11520,148,1,
6,small-world,standard_max,150,3,200,399,150,146,4,146,4,4,0,0,146,2964,0,1,
5,small-world,standard_max,150,3,200,399,150,146,4,138,12,4,8,0,138,5258,1904,1,
9,small-world,standard_max,150,3,200,399,150,146,4,144,6,4,2,0,144,22269,296,1,
7,small-world,standard_max,150,3,200,399,150,146,4,138,12,4,8,0,138,14663,1616,1,
4,small-world,standard_max,150,3,200,399,150,146,4,143,7,4,3,0,143,11232,588,1,
10,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,14249,148,1,
14,small-world,standard_max,150,3,200,399,150,146,4,142,8,4,4,0,142,8165,733,1,
18,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,9589,148,1,
17,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,9506,148,1,
21,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,12306,148,1,
15,small-world,standard_max,150,3,200,399,150,146,4,128,22,4,18,0,128,10242,3259,1,
26,small-world,standard_max,150,3,200,399,150,146,4,144,6,3,3,1,143,7446,443,1,
19,small-world,standard_max,150,3,200,399,150,146,4,132,18,4,14,0,132,15913,3312,1,
16,small-world,standard_max,150,3,200,399,150,146,4,128,22,3,19,1,127,13940,5681,1,
23,small-world,standard_max,150,3,200,399,150,146,4,143,7,4,3,0,143,6698,295,1,
20,small-world,standard_max,150,3,200,399,150,146,4,146,4,4,0,0,146,9717,0,1,
22,small-world,standard_max,150,3,200,399,150,146,4,143,7,4,3,0,143,13753,880,1,
25,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,13315,148,1,
24,small-world,standard_max,150,3,200,399,150,146,4,103,47,4,43,0,103,13379,13123,1,
28,small-world,standard_max,150,3,200,399,150,146,4,147,3,2,1,2,145,6212,148,1,
27,small-world,standard_max,150,3,200,399,150,146,4,145,5,4,1,0,145,13399,148,1,
30,small-world,standard_max,150,3,200,399,150,146,4,132,18,3,15,1,131,13321,3291,1,
29,small-world,standard_max,150,3,200,399,150,146,4,147,3,3,0,1,146,11748,0,1,
