run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_max,50,12,200,399,50,44,6,45,5,4,1,2,43,1915,48,1,
13,small-world,standard_max,50,12,200,399,50,44,6,41,9,5,4,1,40,1891,191,1,
14,small-world,standard_max,50,12,200,399,50,44,6,37,13,5,8,1,36,1169,545,1,
5,small-world,standard_max,50,12,200,399,50,44,6,41,9,6,3,0,41,1644,143,1,
15,small-world,standard_max,50,12,200,399,50,44,6,43,7,5,2,1,42,1052,141,1,
10,small-world,standard_max,50,12,200,399,50,44,6,45,5,5,0,1,44,1329,0,1,
4,small-world,standard_max,50,12,200,399,50,44,6,44,6,6,0,0,44,1564,0,1,
11,small-world,standard_max,50,12,200,399,50,44,6,43,7,4,3,2,41,2073,328,1,
9,small-world,standard_max,50,12,200,399,50,44,6,43,7,5,2,1,42,1726,96,1,
7,small-world,standard_max,50,12,200,399,50,44,6,46,4,4,0,2,44,1294,0,1,
12,small-world,standard_max,50,12,200,399,50,44,6,36,14,5,9,1,35,1403,791,1,
8,small-world,standard_max,50,12,200,399,50,44,6,44,6,4,2,2,42,1435,141,1,
2,small-world,standard_max,50,12,200,399,50,44,6,44,6,5,1,1,43,1823,48,1,
6,small-world,standard_max,50,12,200,399,50,44,6,35,15,4,11,2,33,2118,792,1,
17,small-world,standard_max,50,12,200,399,50,44,6,43,7,6,1,0,43,2257,48,1,
3,small-world,standard_max,50,12,200,399,50,44,6,19,31,4,27,2,17,1272,2313,1,
27,small-world,standard_max,50,12,200,399,50,44,6,44,6,6,0,0,44,1772,0,1,
16,small-world,standard_max,50,12,200,399,50,44,6,40,10,6,4,0,40,1409,191,1,
19,small-world,standard_max,50,12,200,399,50,44,6,45,5,5,0,1,44,1219,0,1,
18,small-world,standard_max,50,12,200,399,50,44,6,43,7,4,3,2,41,1942,143,1,
23,small-world,standard_max,50,12,200,399,50,44,6,46,4,4,0,2,44,1039,0,1,
20,small-world,standard_max,50,12,200,399,50,44,6,42,8,5,3,1,41,1384,188,1,
29,small-world,standard_max,50,12,200,399,50,44,6,38,12,3,9,3,35,1115,738,1,
25,small-world,standard_max,50,12,200,399,50,44,6,44,6,5,1,1,43,1444,48,1,
21,small-world,standard_max,50,12,200,399,50,44,6,45,5,5,0,1,44,2078,0,1,
24,small-world,standard_max,50,12,200,399,50,44,6,38,12,5,7,1,37,1550,546,1,
22,small-world,standard_max,50,12,200,399,50,44,6,32,18,6,12,0,32,1944,693,1,
26,small-world,standard_max,50,12,200,399,50,44,6,44,6,6,0,0,44,1564,0,1,
30,small-world,standard_max,50,12,200,399,50,44,6,35,15,5,10,1,34,1497,735,1,
28,small-world,standard_max,50,12,200,399,50,44,6,24,26,4,22,2,22,1717,1269,1,
