run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,paranoid_min,300,12,200,399,300,264,36,104,196,12,184,24,80,16540,180763,,0.03571428571428571
3,small-world,paranoid_min,300,12,200,399,300,264,36,186,114,19,95,17,169,115564,64402,,0.04
12,small-world,paranoid_min,300,12,200,399,300,264,36,62,238,7,231,29,33,2079,182113,,0.03571428571428571
7,small-world,paranoid_min,300,12,200,399,300,264,36,70,230,5,225,31,39,2963,182472,,0.021739130434782608
11,small-world,paranoid_min,300,12,200,399,300,264,36,51,249,7,242,29,22,5290,201626,,0.047619047619047616
9,small-world,paranoid_min,300,12,200,399,300,264,36,139,161,17,144,19,120,69118,101218,,0.029411764705882353
2,small-world,paranoid_min,300,12,200,399,300,264,36,87,213,5,208,31,56,2951,206604,,0.04
8,small-world,paranoid_min,300,12,200,399,300,264,36,58,242,4,238,32,26,4356,188539,,0.03225806451612903
6,small-world,paranoid_min,300,12,200,399,300,264,36,51,249,4,245,32,19,3244,184266,,0.027777777777777776
4,small-world,paranoid_min,300,12,200,399,300,264,36,91,209,6,203,30,61,9743,166767,,0.037037037037037035
5,small-world,paranoid_min,300,12,200,399,300,264,36,56,244,4,240,32,24,1189,213875,,0.03333333333333333
13,small-world,paranoid_min,300,12,200,399,300,264,36,165,135,13,122,23,142,42330,115503,,0.041666666666666664
10,small-world,paranoid_min,300,12,200,399,300,264,36,120,180,13,167,23,97,38355,128351,,0.037037037037037035
14,small-world,paranoid_min,300,12,200,399,300,264,36,36,264,7,257,29,7,1486,220065,,0.043478260869565216
15,small-world,paranoid_min,300,12,200,399,300,264,36,62,238,9,229,27,35,9214,190897,,0.023255813953488372
16,small-world,paranoid_min,300,12,200,399,300,264,36,98,202,12,190,24,74,24086,154549,,0.021739130434782608
17,small-world,paranoid_min,300,12,200,399,300,264,36,61,239,10,229,26,35,14161,237810,,0.047619047619047616
18,small-world,paranoid_min,300,12,200,399,300,264,36,64,236,7,229,29,35,2673,165333,,0.02702702702702703
26,small-world,paranoid_min,300,12,200,399,300,264,36,58,242,6,236,30,28,4999,216303,,0.045454545454545456
21,small-world,paranoid_min,300,12,200,399,300,264,36,65,235,9,226,27,38,25556,171138,,0.01818181818181818
24,small-world,paranoid_min,300,12,200,399,300,264,36,75,225,7,218,29,46,3797,183828,,0.034482758620689655
19,small-world,paranoid_min,300,12,200,399,300,264,36,207,93,26,67,10,197,115888,32974,,0.03125
20,small-world,paranoid_min,300,12,200,399,300,264,36,193,107,18,89,18,175,93831,50567,,0.02857142857142857
27,small-world,paranoid_min,300,12,200,399,300,264,36,55,245,6,239,30,25,11266,193815,,0.021739130434782608
23,small-world,paranoid_min,300,12,200,399,300,264,36,145,155,23,132,13,132,80163,80905,,0.025
28,small-world,paranoid_min,300,12,200,399,300,264,36,60,240,5,235,31,29,5214,176735,,0.03333333333333333
22,small-world,paranoid_min,300,12,200,399,300,264,36,84,216,7,209,29,55,10747,190997,,0.037037037037037035
29,small-world,paranoid_min,300,12,200,399,300,264,36,43,257,5,252,31,12,0,183460,,0.02127659574468085
25,small-world,paranoid_min,300,12,200,399,300,264,36,54,246,3,243,33,21,0,167814,,0.022222222222222223
30,small-world,paranoid_min,300,12,200,399,300,264,36,133,167,15,152,21,112,22410,112282,,0.02857142857142857
