run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,contradictory_random,50,50,200,399,50,25,25,31,19,11,8,14,17,1747,1427,1,0.5
13,small-world,contradictory_random,50,50,200,399,50,25,25,30,20,10,10,15,15,1446,1348,1,1
14,small-world,contradictory_random,50,50,200,399,50,25,25,28,22,11,11,14,14,1753,1287,0.5,0.5
2,small-world,contradictory_random,50,50,200,399,50,25,25,35,15,10,5,15,20,2846,2277,1,1
12,small-world,contradictory_random,50,50,200,399,50,25,25,34,16,13,3,12,22,3062,878,0.5,0.3333333333333333
6,small-world,contradictory_random,50,50,200,399,50,25,25,18,32,16,16,9,9,1211,2708,1,0.5
8,small-world,contradictory_random,50,50,200,399,50,25,25,25,25,14,11,11,14,1668,1355,1,1
15,small-world,contradictory_random,50,50,200,399,50,25,25,29,21,10,11,15,14,1922,2062,1,0.2
11,small-world,contradictory_random,50,50,200,399,50,25,25,25,25,12,13,13,12,2117,2192,0.5,1
9,small-world,contradictory_random,50,50,200,399,50,25,25,26,24,11,13,14,12,1267,1475,1,1
3,small-world,contradictory_random,50,50,200,399,50,25,25,26,24,14,10,11,15,1499,1073,0.3333333333333333,0.125
10,small-world,contradictory_random,50,50,200,399,50,25,25,28,22,8,14,17,11,1227,2142,1,1
7,small-world,contradictory_random,50,50,200,399,50,25,25,20,30,9,21,16,4,1233,2624,1,0.3333333333333333
5,small-world,contradictory_random,50,50,200,399,50,25,25,21,29,11,18,14,7,1353,2186,1,1
4,small-world,contradictory_random,50,50,200,399,50,25,25,25,25,11,14,14,11,1391,1549,1,1
20,small-world,contradictory_random,50,50,200,399,50,25,25,28,22,13,9,12,16,1954,1448,1,1
17,small-world,contradictory_random,50,50,200,399,50,25,25,27,23,19,4,6,21,3010,427,0.3333333333333333,1
28,small-world,contradictory_random,50,50,200,399,50,25,25,26,24,14,10,11,15,1581,1110,1,1
16,small-world,contradictory_random,50,50,200,399,50,25,25,25,25,18,7,7,18,1521,862,1,1
18,small-world,contradictory_random,50,50,200,399,50,25,25,23,27,9,18,16,7,2197,4195,1,1
25,small-world,contradictory_random,50,50,200,399,50,25,25,23,27,13,14,12,11,2053,1699,0.5,1
22,small-world,contradictory_random,50,50,200,399,50,25,25,27,23,17,6,8,19,2705,993,1,0.3333333333333333
21,small-world,contradictory_random,50,50,200,399,50,25,25,25,25,7,18,18,7,1210,2685,1,0.2
19,small-world,contradictory_random,50,50,200,399,50,25,25,23,27,9,18,16,7,1331,2276,1,1
23,small-world,contradictory_random,50,50,200,399,50,25,25,20,30,10,20,15,5,850,3304,1,1
30,small-world,contradictory_random,50,50,200,399,50,25,25,26,24,9,15,16,10,970,1977,1,1
24,small-world,contradictory_random,50,50,200,399,50,25,25,20,30,7,23,18,2,329,2859,1,0.05263157894736842
26,small-world,contradictory_random,50,50,200,399,50,25,25,29,21,12,9,13,16,1510,1862,1,1
27,small-world,contradictory_random,50,50,200,399,50,25,25,20,30,17,13,8,12,2088,1042,0.5,1
29,small-world,contradictory_random,50,50,200,399,50,25,25,24,26,14,12,11,13,2889,1663,1,1
