run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,paranoid_random,150,12,200,399,150,132,18,100,50,10,40,8,92,24966,24130,,1
2,small-world,paranoid_random,150,12,200,399,150,132,18,16,134,3,131,15,1,148,55410,,1
7,small-world,paranoid_random,150,12,200,399,150,132,18,22,128,3,125,15,7,0,45243,,1
13,small-world,paranoid_random,150,12,200,399,150,132,18,18,132,2,130,16,2,585,49829,,1
9,small-world,paranoid_random,150,12,200,399,150,132,18,90,60,7,53,11,79,17284,16761,,0.16666666666666666
11,small-world,paranoid_random,150,12,200,399,150,132,18,14,136,4,132,14,0,3316,52246,,1
5,small-world,paranoid_random,150,12,200,399,150,132,18,40,110,7,103,11,29,2714,35017,,1
6,small-world,paranoid_random,150,12,200,399,150,132,18,26,124,5,119,13,13,1743,29155,,1
3,small-world,paranoid_random,150,12,200,399,150,132,18,21,129,2,127,16,5,0,41573,,0.5
12,small-world,paranoid_random,150,12,200,399,150,132,18,45,105,0,105,18,27,0,39047,,1
8,small-world,paranoid_random,150,12,200,399,150,132,18,27,123,5,118,13,14,1579,36888,,1
10,small-world,paranoid_random,150,12,200,399,150,132,18,34,116,3,113,15,19,2026,43670,,1
4,small-world,paranoid_random,150,12,200,399,150,132,18,33,117,2,115,16,17,1706,32365,,0.5
16,small-world,paranoid_random,150,12,200,399,150,132,18,64,86,10,76,8,56,13858,26277,,0.043478260869565216
15,small-world,paranoid_random,150,12,200,399,150,132,18,22,128,1,127,17,5,0,41894,,1
14,small-world,paranoid_random,150,12,200,399,150,132,18,31,119,7,112,11,20,6534,34511,,0.5
18,small-world,paranoid_random,150,12,200,399,150,132,18,24,126,0,126,18,6,0,43612,,1
17,small-world,paranoid_random,150,12,200,399,150,132,18,31,119,3,116,15,16,1734,37258,,0.25
26,small-world,paranoid_random,150,12,200,399,150,132,18,113,37,13,24,5,108,15846,7689,,0.5
19,small-world,paranoid_random,150,12,200,399,150,132,18,32,118,3,115,15,17,1735,39853,,1
24,small-world,paranoid_random,150,12,200,399,150,132,18,42,108,5,103,13,29,6080,30484,,0.5
21,small-world,paranoid_random,150,12,200,399,150,132,18,62,88,10,78,8,54,16970,32732,,1
22,small-world,paranoid_random,150,12,200,399,150,132,18,34,116,2,114,16,18,1024,40023,,0.25
23,small-world,paranoid_random,150,12,200,399,150,132,18,70,80,8,72,10,60,9775,18317,,0.3333333333333333
20,small-world,paranoid_random,150,12,200,399,150,132,18,30,120,1,119,17,13,1017,45173,,0.5
27,small-world,paranoid_random,150,12,200,399,150,132,18,29,121,1,120,17,12,1155,35982,,1
28,small-world,paranoid_random,150,12,200,399,150,132,18,28,122,3,119,15,13,1448,29435,,1
29,small-world,paranoid_random,150,12,200,399,150,132,18,24,126,2,124,16,8,1595,43905,,0.16666666666666666
25,small-world,paranoid_random,150,12,200,399,150,132,18,17,133,3,130,15,2,0,51968,,1
30,small-world,paranoid_random,150,12,200,399,150,132,18,39,111,1,110,17,22,0,34979,,1
