run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_random,50,50,200,399,50,25,25,28,22,17,5,8,20,2782,779,0.5,
13,small-world,standard_random,50,50,200,399,50,25,25,33,17,15,2,10,23,2188,1416,1,
3,small-world,standard_random,50,50,200,399,50,25,25,32,18,11,7,14,18,2025,1229,0.5,
10,small-world,standard_random,50,50,200,399,50,25,25,21,29,11,18,14,7,1171,2438,1,
8,small-world,standard_random,50,50,200,399,50,25,25,28,22,15,7,10,18,1852,673,1,
2,small-world,standard_random,50,50,200,399,50,25,25,27,23,18,5,7,20,2099,598,0.5,
6,small-world,standard_random,50,50,200,399,50,25,25,30,20,17,3,8,22,1731,441,1,
9,small-world,standard_random,50,50,200,399,50,25,25,24,26,15,11,10,14,1541,1472,1,
5,small-world,standard_random,50,50,200,399,50,25,25,23,27,19,8,6,17,2165,839,1,
12,small-world,standard_random,50,50,200,399,50,25,25,28,22,18,4,7,21,1667,362,1,
11,small-world,standard_random,50,50,200,399,50,25,25,23,27,20,7,5,18,2197,1032,1,
7,small-world,standard_random,50,50,200,399,50,25,25,21,29,13,16,12,9,1142,2847,1,
4,small-world,standard_random,50,50,200,399,50,25,25,23,27,13,14,12,11,1404,1317,1,
14,small-world,standard_random,50,50,200,399,50,25,25,23,27,18,9,7,16,1776,970,1,
15,small-world,standard_random,50,50,200,399,50,25,25,26,24,15,9,10,16,2936,1143,1,
16,small-world,standard_random,50,50,200,399,50,25,25,27,23,17,6,8,19,2311,554,1,
26,small-world,standard_random,50,50,200,399,50,25,25,21,29,15,14,10,11,1425,1713,1,
17,small-world,standard_random,50,50,200,399,50,25,25,20,30,17,13,8,12,1734,2204,0.3333333333333333,
23,small-world,standard_random,50,50,200,399,50,25,25,28,22,11,11,14,14,1368,1965,1,
18,small-world,standard_random,50,50,200,399,50,25,25,22,28,19,9,6,16,2712,1153,1,
22,small-world,standard_random,50,50,200,399,50,25,25,24,26,19,7,6,18,2212,611,1,
19,small-world,standard_random,50,50,200,399,50,25,25,21,29,19,10,6,15,1670,570,0.5,
20,small-world,standard_random,50,50,200,399,50,25,25,20,30,12,18,13,7,1255,2145,1,
21,small-world,standard_random,50,50,200,399,50,25,25,23,27,17,10,8,15,1874,864,1,
24,small-world,standard_random,50,50,200,399,50,25,25,26,24,16,8,9,17,1917,1285,1,
25,small-world,standard_random,50,50,200,399,50,25,25,26,24,13,11,12,14,1698,1743,1,
29,small-world,standard_random,50,50,200,399,50,25,25,23,27,21,6,4,19,2953,842,0.5,
30,small-world,standard_random,50,50,200,399,50,25,25,28,22,20,2,5,23,2843,96,1,
28,small-world,standard_random,50,50,200,399,50,25,25,21,29,15,14,10,11,2619,1039,1,
27,small-world,standard_random,50,50,200,399,50,25,25,23,27,11,16,14,9,732,3244,1,
