run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,146,154,60,94,90,56,55235,128021,1,0.02127659574468085
6,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,165,135,55,80,95,70,65489,115474,1,0.025
9,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,162,138,60,78,90,72,73117,126762,1,0.03571428571428571
4,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,155,145,70,75,80,75,87509,107344,1,0.02631578947368421
12,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,156,144,51,93,99,57,66566,101826,1,0.023809523809523808
7,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,133,167,52,115,98,35,45760,161535,1,0.025
3,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,143,157,73,84,77,66,67290,100206,1,0.027777777777777776
8,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,179,121,78,43,72,107,78071,75332,1,0.023255813953488372
11,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,149,151,53,98,97,52,35719,128862,1,0.02127659574468085
5,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,167,133,73,60,77,90,66774,93401,1,0.02631578947368421
10,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,147,153,62,91,88,59,46731,134775,1,0.02564102564102564
2,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,149,151,66,85,84,65,100969,114733,1,0.023255813953488372
13,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,139,161,61,100,89,50,59961,130125,1,0.025
14,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,153,147,60,87,90,63,53692,121086,1,0.022222222222222223
17,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,155,145,57,88,93,62,44085,111087,1,0.018518518518518517
15,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,148,152,64,88,86,62,51683,106021,1,0.025
16,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,140,160,52,108,98,42,32563,118542,1,0.014492753623188406
20,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,143,157,78,79,72,71,113060,88332,1,0.02040816326530612
25,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,149,151,76,75,74,75,142835,70117,1,0.038461538461538464
19,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,149,151,56,95,94,55,48593,98312,1,0.014285714285714285
18,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,154,146,60,86,90,64,53779,143893,1,0.02631578947368421
22,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,158,142,53,89,97,61,43245,116259,1,0.018518518518518517
24,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,142,158,82,76,68,74,92760,77825,1,0.021739130434782608
21,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,162,138,46,92,104,58,36512,133385,1,0.025
23,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,146,154,52,102,98,48,90043,120702,1,0.02631578947368421
26,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,151,149,71,78,79,72,86689,109641,1,0.03333333333333333
27,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,141,159,55,104,95,46,53991,145923,1,0.02702702702702703
28,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,165,135,50,85,100,65,42344,89733,1,0.015384615384615385
29,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,132,168,75,93,75,57,82924,108671,1,0.030303030303030304
30,small-world,contradictory_std-max_prd-min,300,50,200,399,300,150,150,147,153,69,84,81,66,78255,101305,1,0.019230769230769232
