run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,small-world,standard_min,50,50,200,399,50,25,25,26,24,13,11,12,14,2400,1235,0.09090909090909091,
13,small-world,standard_min,50,50,200,399,50,25,25,25,25,21,4,4,21,2639,332,0.08333333333333333,
14,small-world,standard_min,50,50,200,399,50,25,25,23,27,19,8,6,17,2073,1093,0.07142857142857142,
12,small-world,standard_min,50,50,200,399,50,25,25,32,18,16,2,9,23,1924,350,0.05,
4,small-world,standard_min,50,50,200,399,50,25,25,21,29,17,12,8,13,1506,1840,0.058823529411764705,
5,small-world,standard_min,50,50,200,399,50,25,25,28,22,16,6,9,19,2361,890,0.09090909090909091,
8,small-world,standard_min,50,50,200,399,50,25,25,23,27,16,11,9,14,1477,1312,0.047619047619047616,
3,small-world,standard_min,50,50,200,399,50,25,25,22,28,15,13,10,12,1440,1425,0.058823529411764705,
10,small-world,standard_min,50,50,200,399,50,25,25,25,25,17,8,8,17,1413,1353,0.047619047619047616,
6,small-world,standard_min,50,50,200,399,50,25,25,26,24,14,10,11,15,1776,1238,0.1,
11,small-world,standard_min,50,50,200,399,50,25,25,24,26,15,11,10,14,1506,1403,0.08333333333333333,
15,small-world,standard_min,50,50,200,399,50,25,25,26,24,9,15,16,10,1194,3046,0.14285714285714285,
9,small-world,standard_min,50,50,200,399,50,25,25,28,22,10,12,15,13,846,2439,0.08333333333333333,
2,small-world,standard_min,50,50,200,399,50,25,25,24,26,11,15,14,10,1294,1342,0.09090909090909091,
7,small-world,standard_min,50,50,200,399,50,25,25,22,28,16,12,9,13,2227,1744,0.07142857142857142,
24,small-world,standard_min,50,50,200,399,50,25,25,26,24,16,8,9,17,1677,667,0.058823529411764705,
17,small-world,standard_min,50,50,200,399,50,25,25,26,24,18,6,7,19,2317,598,0.0625,
28,small-world,standard_min,50,50,200,399,50,25,25,23,27,19,8,6,17,1902,659,0.06666666666666667,
18,small-world,standard_min,50,50,200,399,50,25,25,26,24,17,7,8,18,2568,515,0.08333333333333333,
16,small-world,standard_min,50,50,200,399,50,25,25,20,30,11,19,14,6,749,2840,0.1111111111111111,
20,small-world,standard_min,50,50,200,399,50,25,25,24,26,15,11,10,14,1261,1130,0.05263157894736842,
21,small-world,standard_min,50,50,200,399,50,25,25,27,23,16,7,9,18,2597,772,0.1,
23,small-world,standard_min,50,50,200,399,50,25,25,26,24,22,2,3,23,1772,190,0.037037037037037035,
19,small-world,standard_min,50,50,200,399,50,25,25,29,21,14,7,11,18,2223,557,0.07692307692307693,
26,small-world,standard_min,50,50,200,399,50,25,25,25,25,16,9,9,16,2073,1634,0.1,
22,small-world,standard_min,50,50,200,399,50,25,25,28,22,13,9,12,16,1298,1445,0.06666666666666667,
30,small-world,standard_min,50,50,200,399,50,25,25,23,27,18,9,7,16,1805,894,0.0625,
27,small-world,standard_min,50,50,200,399,50,25,25,28,22,12,10,13,15,1430,2204,0.14285714285714285,
25,small-world,standard_min,50,50,200,399,50,25,25,21,29,14,15,11,10,1862,2806,0.1,
29,small-world,standard_min,50,50,200,399,50,25,25,32,18,15,3,10,22,1811,1301,0.07692307692307693,
