run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,standard_random,50,3,200,399,50,49,1,14,36,1,35,0,14,468,15960,13,
13,linear,standard_random,50,3,200,399,50,49,1,21,29,1,28,0,21,580,12180,25,
14,linear,standard_random,50,3,200,399,50,49,1,35,15,1,14,0,35,510,4130,31,
4,linear,standard_random,50,3,200,399,50,49,1,48,2,1,1,0,48,94,48,46,
5,linear,standard_random,50,3,200,399,50,49,1,42,8,1,7,0,42,328,1232,26,
6,linear,standard_random,50,3,200,399,50,49,1,34,16,1,15,0,34,528,4640,8,
11,linear,standard_random,50,3,200,399,50,49,1,33,17,1,16,0,33,544,5168,17,
12,linear,standard_random,50,3,200,399,50,49,1,37,13,1,12,0,37,468,3172,41,
7,linear,standard_random,50,3,200,399,50,49,1,32,18,1,17,0,32,558,5712,38,
2,linear,standard_random,50,3,200,399,50,49,1,28,22,1,21,0,28,594,8008,13,
15,linear,standard_random,50,3,200,399,50,49,1,14,36,1,35,0,14,468,15960,44,
8,linear,standard_random,50,3,200,399,50,49,1,32,18,1,17,0,32,558,5712,23,
10,linear,standard_random,50,3,200,399,50,49,1,18,32,1,31,0,18,544,13888,34,
3,linear,standard_random,50,3,200,399,50,49,1,30,20,1,19,0,30,580,6840,32,
23,linear,standard_random,50,3,200,399,50,49,1,33,17,1,16,0,33,544,5168,8,
9,linear,standard_random,50,3,200,399,50,49,1,5,45,1,44,0,5,180,19140,8,
17,linear,standard_random,50,3,200,399,50,49,1,42,8,1,7,0,42,328,1232,3,
18,linear,standard_random,50,3,200,399,50,49,1,47,3,1,2,0,47,138,142,3,
27,linear,standard_random,50,3,200,399,50,49,1,4,46,1,45,0,4,138,19320,42,
29,linear,standard_random,50,3,200,399,50,49,1,48,2,1,1,0,48,94,48,14,
19,linear,standard_random,50,3,200,399,50,49,1,26,24,1,23,0,26,600,9200,15,
21,linear,standard_random,50,3,200,399,50,49,1,32,18,1,17,0,32,558,5712,18,
24,linear,standard_random,50,3,200,399,50,49,1,31,19,1,18,0,31,570,6270,41,
16,linear,standard_random,50,3,200,399,50,49,1,4,46,1,45,0,4,138,19320,23,
26,linear,standard_random,50,3,200,399,50,49,1,31,19,1,18,0,31,570,6270,19,
25,linear,standard_random,50,3,200,399,50,49,1,26,24,1,23,0,26,600,9200,30,
30,linear,standard_random,50,3,200,399,50,49,1,44,6,1,5,0,44,258,680,18,
20,linear,standard_random,50,3,200,399,50,49,1,1,49,1,48,0,1,0,19600,26,
22,linear,standard_random,50,3,200,399,50,49,1,5,45,1,44,0,5,180,19140,7,
28,linear,standard_random,50,3,200,399,50,49,1,34,16,1,15,0,34,528,4640,27,
