run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,paranoid_min,150,3,200,399,150,146,4,86,64,2,62,2,84,4558,161478,,0
13,linear,paranoid_min,150,3,200,399,150,146,4,118,32,2,30,2,116,3480,53074,,0
11,linear,paranoid_min,150,3,200,399,150,146,4,137,13,2,11,2,135,1518,21780,,0
12,linear,paranoid_min,150,3,200,399,150,146,4,132,18,2,16,2,130,3388,19790,,0
14,linear,paranoid_min,150,3,200,399,150,146,4,98,52,2,50,2,96,4680,228284,,0
8,linear,paranoid_min,150,3,200,399,150,146,4,106,44,2,42,2,104,5130,104468,,0
9,linear,paranoid_min,150,3,200,399,150,146,4,73,77,2,75,2,71,5394,295390,,0
7,linear,paranoid_min,150,3,200,399,150,146,4,19,131,2,129,2,17,2794,508756,,0
10,linear,paranoid_min,150,3,200,399,150,146,4,110,40,2,38,2,108,5418,87172,,0
3,linear,paranoid_min,150,3,200,399,150,146,4,87,63,2,61,2,85,3744,197178,,0
4,linear,paranoid_min,150,3,200,399,150,146,4,95,55,2,53,2,93,5340,191112,,0
5,linear,paranoid_min,150,3,200,399,150,146,4,58,92,2,90,2,56,5368,355692,,0
6,linear,paranoid_min,150,3,200,399,150,146,4,96,54,2,52,2,94,5478,155148,,0
2,linear,paranoid_min,150,3,200,399,150,146,4,53,97,2,95,2,51,3198,445814,,0
17,linear,paranoid_min,150,3,200,399,150,146,4,135,15,2,13,2,133,2244,17308,,0
27,linear,paranoid_min,150,3,200,399,150,146,4,71,79,2,77,2,69,5538,283850,,0
19,linear,paranoid_min,150,3,200,399,150,146,4,122,28,2,26,2,120,2010,55752,,0
20,linear,paranoid_min,150,3,200,399,150,146,4,35,115,2,113,2,33,4680,465716,,0
18,linear,paranoid_min,150,3,200,399,150,146,4,77,73,2,71,2,75,4950,246288,,0
16,linear,paranoid_min,150,3,200,399,150,146,4,79,71,2,69,2,77,5530,243050,,0
15,linear,paranoid_min,150,3,200,399,150,146,4,13,137,2,135,2,11,5550,489810,,0
28,linear,paranoid_min,150,3,200,399,150,146,4,76,74,2,72,2,74,5548,260448,,0
22,linear,paranoid_min,150,3,200,399,150,146,4,22,128,2,126,2,20,5494,440160,,0
24,linear,paranoid_min,150,3,200,399,150,146,4,80,70,2,68,2,78,3570,221218,,0
21,linear,paranoid_min,150,3,200,399,150,146,4,55,95,2,93,2,53,5418,295852,,0
23,linear,paranoid_min,150,3,200,399,150,146,4,94,56,2,54,2,92,5538,196740,,0
29,linear,paranoid_min,150,3,200,399,150,146,4,113,37,2,35,2,111,5310,142554,,0
25,linear,paranoid_min,150,3,200,399,150,146,4,130,20,2,18,2,128,5340,67422,,0
30,linear,paranoid_min,150,3,200,399,150,146,4,136,14,2,12,2,134,5130,64108,,0
26,linear,paranoid_min,150,3,200,399,150,146,4,127,23,2,21,2,125,5440,94788,,0
