run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,standard_random,150,12,200,599,150,132,18,70,80,9,71,9,61,527470,512822,138,
13,linear,standard_random,150,12,200,399,150,132,18,70,80,9,71,9,61,531548,535178,64,
7,linear,standard_random,150,12,200,399,150,132,18,51,99,9,90,9,42,201192,517276,13,
3,linear,standard_random,150,12,200,399,150,132,18,82,68,9,59,9,73,550858,546620,29,
6,linear,standard_random,150,12,200,399,150,132,18,95,55,9,46,9,86,483984,479850,90,
9,linear,standard_random,150,12,200,399,150,132,18,66,84,9,75,9,57,551300,546568,12,
4,linear,standard_random,150,12,200,399,150,132,18,72,78,9,69,9,63,548262,546940,45,
8,linear,standard_random,150,12,200,599,150,132,18,88,62,9,53,9,79,535654,547268,125,
14,linear,standard_random,150,12,200,599,150,132,18,79,71,9,62,9,70,506330,539158,98,
11,linear,standard_random,150,12,200,599,150,132,18,59,91,9,82,9,50,491908,544014,87,
12,linear,standard_random,150,12,200,599,150,132,18,72,78,9,69,9,63,551300,548358,77,
2,linear,standard_random,150,12,200,599,150,132,18,80,70,9,61,9,71,544618,541292,119,
10,linear,standard_random,150,12,200,599,150,132,18,73,77,9,68,9,64,548262,546698,82,
5,linear,standard_random,150,12,200,599,150,132,18,67,83,9,74,9,58,550568,540934,116,
21,linear,standard_random,150,12,200,399,150,132,18,74,76,9,67,9,65,551152,533966,51,
15,linear,standard_random,150,12,200,599,150,132,18,83,67,9,58,9,74,490606,517250,125,
16,linear,standard_random,150,12,200,399,150,132,18,62,88,9,79,9,53,550420,544326,40,
18,linear,standard_random,150,12,200,399,150,132,18,74,76,9,67,9,65,253422,508764,15,
17,linear,standard_random,150,12,200,399,150,132,18,74,76,9,67,9,65,550420,541172,66,
23,linear,standard_random,150,12,200,399,150,132,18,70,80,9,71,9,61,524890,531866,65,
20,linear,standard_random,150,12,200,599,150,132,18,74,76,9,67,9,65,538708,543796,99,
22,linear,standard_random,150,12,200,599,150,132,18,77,73,9,64,9,68,540078,537982,89,
27,linear,standard_random,150,12,200,599,150,132,18,67,83,9,74,9,58,543490,541298,144,
25,linear,standard_random,150,12,200,399,150,132,18,73,77,9,68,9,64,529190,533152,31,
24,linear,standard_random,150,12,200,399,150,132,18,85,65,9,56,9,76,516906,541850,10,
19,linear,standard_random,150,12,200,599,150,132,18,81,69,9,60,9,72,545874,532288,92,
28,linear,standard_random,150,12,200,599,150,132,18,76,74,9,65,9,67,547268,540346,108,
26,linear,standard_random,150,12,200,599,150,132,18,79,71,9,62,9,70,547268,539350,131,
29,linear,standard_random,150,12,200,599,150,132,18,76,74,9,65,9,67,542266,550858,105,
30,linear,standard_random,150,12,200,599,150,132,18,85,65,9,56,9,76,529448,541972,148,
