run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,paranoid_max,150,3,200,399,150,146,4,40,110,2,108,2,38,113520,551300,,149
9,linear,paranoid_max,150,3,200,399,150,146,4,3,147,2,145,2,1,336260,551300,,149
8,linear,paranoid_max,150,3,200,399,150,146,4,39,111,2,109,2,37,172480,551300,,149
13,linear,paranoid_max,150,3,200,599,150,146,4,45,105,2,103,2,43,498520,551300,,149
6,linear,paranoid_max,150,3,200,599,150,146,4,100,50,2,48,2,98,495040,551300,,149
10,linear,paranoid_max,150,3,200,599,150,146,4,111,39,2,37,2,109,538560,551300,,149
2,linear,paranoid_max,150,3,200,599,150,146,4,100,50,2,48,2,98,451260,551300,,149
4,linear,paranoid_max,150,3,200,599,150,146,4,44,106,2,104,2,42,543490,551300,,149
3,linear,paranoid_max,150,3,200,599,150,146,4,105,45,2,43,2,103,476330,551300,,149
12,linear,paranoid_max,150,3,200,599,150,146,4,90,60,2,58,2,88,520192,551300,,149
7,linear,paranoid_max,150,3,200,599,150,146,4,98,52,2,50,2,96,517398,551300,,149
5,linear,paranoid_max,150,3,200,599,150,146,4,30,120,2,118,2,28,455620,551300,,149
11,linear,paranoid_max,150,3,200,599,150,146,4,82,68,2,66,2,80,551152,551300,,149
16,linear,paranoid_max,150,3,200,599,150,146,4,66,84,2,82,2,64,544880,551300,,149
17,linear,paranoid_max,150,3,200,399,150,146,4,17,133,2,131,2,15,188210,551300,,149
14,linear,paranoid_max,150,3,200,399,150,146,4,17,133,2,131,2,15,57586,551300,,149
18,linear,paranoid_max,150,3,200,399,150,146,4,58,92,2,90,2,56,198860,551300,,149
15,linear,paranoid_max,150,3,200,599,150,146,4,111,39,2,37,2,109,551300,551300,,149
19,linear,paranoid_max,150,3,200,599,150,146,4,95,55,2,53,2,93,551152,551300,,149
20,linear,paranoid_max,150,3,200,599,150,146,4,124,26,2,24,2,122,536670,551300,,149
21,linear,paranoid_max,150,3,200,399,150,146,4,67,83,2,81,2,65,247940,551300,,149
27,linear,paranoid_max,150,3,200,399,150,146,4,55,95,2,93,2,53,378820,551300,,149
22,linear,paranoid_max,150,3,200,399,150,146,4,22,128,2,126,2,20,270100,551300,,149
26,linear,paranoid_max,150,3,200,599,150,146,4,46,104,2,102,2,44,541972,551300,,149
25,linear,paranoid_max,150,3,200,599,150,146,4,102,48,2,46,2,100,446466,551300,,149
24,linear,paranoid_max,150,3,200,599,150,146,4,110,40,2,38,2,108,505202,551300,,149
30,linear,paranoid_max,150,3,200,399,150,146,4,62,88,2,86,2,60,347072,551300,,149
23,linear,paranoid_max,150,3,200,599,150,146,4,75,75,2,73,2,73,530288,551300,,149
28,linear,paranoid_max,150,3,200,599,150,146,4,63,87,2,85,2,61,451260,551300,,149
29,linear,paranoid_max,150,3,200,599,150,146,4,75,75,2,73,2,73,517398,551300,,149
