run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,standard_min,50,3,200,399,50,49,1,47,3,1,2,0,47,138,142,0,
13,linear,standard_min,50,3,200,399,50,49,1,6,44,1,43,0,6,220,18920,0,
14,linear,standard_min,50,3,200,399,50,49,1,15,35,1,34,0,15,490,15470,0,
7,linear,standard_min,50,3,200,399,50,49,1,46,4,1,3,0,46,180,280,0,
10,linear,standard_min,50,3,200,399,50,49,1,45,5,1,4,0,45,220,460,0,
11,linear,standard_min,50,3,200,399,50,49,1,41,9,1,8,0,41,360,1560,0,
6,linear,standard_min,50,3,200,399,50,49,1,4,46,1,45,0,4,138,19320,0,
9,linear,standard_min,50,3,200,399,50,49,1,22,28,1,27,0,22,588,11592,0,
12,linear,standard_min,50,3,200,399,50,49,1,21,29,1,28,0,21,580,12180,0,
15,linear,standard_min,50,3,200,399,50,49,1,9,41,1,40,0,9,328,18040,0,
8,linear,standard_min,50,3,200,399,50,49,1,19,31,1,30,0,19,558,13330,0,
2,linear,standard_min,50,3,200,399,50,49,1,26,24,1,23,0,26,600,9200,0,
5,linear,standard_min,50,3,200,399,50,49,1,6,44,1,43,0,6,220,18920,0,
4,linear,standard_min,50,3,200,399,50,49,1,12,38,1,37,0,12,418,16872,0,
3,linear,standard_min,50,3,200,399,50,49,1,10,40,1,39,0,10,360,17680,0,
22,linear,standard_min,50,3,200,399,50,49,1,3,47,1,46,0,3,94,19458,0,
16,linear,standard_min,50,3,200,399,50,49,1,38,12,1,11,0,38,444,2728,0,
19,linear,standard_min,50,3,200,399,50,49,1,16,34,1,33,0,16,510,14960,0,
28,linear,standard_min,50,3,200,399,50,49,1,40,10,1,9,0,40,390,1920,0,
24,linear,standard_min,50,3,200,399,50,49,1,44,6,1,5,0,44,258,680,0,
23,linear,standard_min,50,3,200,399,50,49,1,47,3,1,2,0,47,138,142,0,
21,linear,standard_min,50,3,200,399,50,49,1,29,21,1,20,0,29,588,7420,0,
25,linear,standard_min,50,3,200,399,50,49,1,14,36,1,35,0,14,468,15960,0,
18,linear,standard_min,50,3,200,399,50,49,1,17,33,1,32,0,17,528,14432,0,
20,linear,standard_min,50,3,200,399,50,49,1,7,43,1,42,0,7,258,18662,0,
26,linear,standard_min,50,3,200,399,50,49,1,11,39,1,38,0,11,390,17290,0,
30,linear,standard_min,50,3,200,399,50,49,1,38,12,1,11,0,38,444,2728,0,
17,linear,standard_min,50,3,200,399,50,49,1,4,46,1,45,0,4,138,19320,0,
27,linear,standard_min,50,3,200,399,50,49,1,26,24,1,23,0,26,600,9200,0,
29,linear,standard_min,50,3,200,399,50,49,1,25,25,1,24,0,25,600,9800,0,
