run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,standard_max,50,50,200,399,50,25,25,22,28,12,16,13,9,19234,14838,49,
13,linear,standard_max,50,50,200,399,50,25,25,28,22,12,10,13,15,19552,15380,49,
14,linear,standard_max,50,50,200,399,50,25,25,29,21,12,9,13,16,19600,15078,49,
15,linear,standard_max,50,50,200,399,50,25,25,29,21,12,9,13,16,19140,12668,49,
12,linear,standard_max,50,50,200,399,50,25,25,21,29,12,17,13,8,19140,16830,49,
16,linear,standard_max,50,50,200,399,50,25,25,28,22,13,9,12,16,19600,15042,49,
8,linear,standard_max,50,50,200,399,50,25,25,22,28,13,15,12,10,19600,13972,49,
11,linear,standard_max,50,50,200,399,50,25,25,25,25,12,13,13,12,19140,14416,49,
3,linear,standard_max,50,50,200,399,50,25,25,27,23,12,11,13,14,19414,13026,49,
7,linear,standard_max,50,50,200,399,50,25,25,30,20,12,8,13,17,19600,12994,49,
5,linear,standard_max,50,50,200,399,50,25,25,24,26,13,13,12,12,19552,13164,49,
2,linear,standard_max,50,50,200,399,50,25,25,26,24,12,12,13,13,19140,16136,49,
6,linear,standard_max,50,50,200,399,50,25,25,23,27,13,14,12,11,19552,13662,49,
9,linear,standard_max,50,50,200,399,50,25,25,21,29,13,16,12,9,19600,15352,49,
4,linear,standard_max,50,50,200,399,50,25,25,23,27,12,15,13,10,19140,14392,49,
10,linear,standard_max,50,50,200,399,50,25,25,25,25,13,12,12,13,19600,14856,49,
18,linear,standard_max,50,50,200,399,50,25,25,21,29,12,17,13,8,19600,16406,49,
29,linear,standard_max,50,50,200,399,50,25,25,23,27,13,14,12,11,19506,14834,49,
17,linear,standard_max,50,50,200,399,50,25,25,26,24,13,11,12,14,18920,12710,49,
19,linear,standard_max,50,50,200,399,50,25,25,28,22,13,9,12,16,19600,14472,49,
30,linear,standard_max,50,50,200,399,50,25,25,26,24,12,12,13,13,19552,15746,49,
20,linear,standard_max,50,50,200,399,50,25,25,23,27,13,14,12,11,19600,14556,49,
22,linear,standard_max,50,50,200,399,50,25,25,26,24,12,12,13,13,19600,13220,49,
21,linear,standard_max,50,50,200,399,50,25,25,25,25,13,12,12,13,19458,14774,49,
26,linear,standard_max,50,50,200,399,50,25,25,29,21,12,9,13,16,18662,11450,49,
23,linear,standard_max,50,50,200,399,50,25,25,20,30,12,18,13,7,19506,15516,49,
25,linear,standard_max,50,50,200,399,50,25,25,28,22,13,9,12,16,19140,13232,49,
27,linear,standard_max,50,50,200,399,50,25,25,26,24,12,12,13,13,19600,15420,49,
24,linear,standard_max,50,50,200,399,50,25,25,26,24,13,11,12,14,19278,14588,49,
28,linear,standard_max,50,50,200,399,50,25,25,21,29,13,16,12,9,19458,14442,49,
