run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,random,standard_random,50,50,200,399,50,25,25,20,27,18,9,7,13,2990,1650,1,
13,random,standard_random,50,50,200,399,50,25,25,19,25,10,15,12,7,918,2364,1,
14,random,standard_random,50,50,200,399,50,25,25,20,26,15,11,8,12,1772,2277,1,
5,random,standard_random,50,50,200,399,50,25,25,15,13,9,4,8,7,760,636,0.3333333333333333,
11,random,standard_random,50,50,200,399,50,25,25,28,15,10,5,11,17,2018,801,1,
12,random,standard_random,50,50,200,399,50,25,25,17,15,10,5,6,11,613,613,1,
10,random,standard_random,50,50,200,399,50,25,25,33,17,13,4,12,21,2470,589,0.5,
7,random,standard_random,50,50,200,399,50,25,25,27,23,19,4,6,21,3171,1751,0.5,
4,random,standard_random,50,50,200,399,50,25,25,34,16,11,5,14,20,2008,2461,0.5,
6,random,standard_random,50,50,200,399,50,25,25,27,23,13,10,12,15,2635,3526,0.5,
3,random,standard_random,50,50,200,399,50,25,25,12,30,12,18,6,6,828,2505,0.5,
8,random,standard_random,50,50,200,399,50,25,25,29,21,16,5,9,20,4580,1609,0.25,
2,random,standard_random,50,50,200,399,50,25,25,30,20,13,7,12,18,3348,2995,1,
15,random,standard_random,50,50,200,399,50,25,25,23,23,11,12,12,11,1955,2032,0.3333333333333333,
9,random,standard_random,50,50,200,399,50,25,25,24,26,11,15,14,10,2143,4164.5,0.3333333333333333,
17,random,standard_random,50,50,200,399,50,25,25,6,2,1,1,2,4,16,6,0.5,
26,random,standard_random,50,50,200,399,50,25,25,13,5,4,1,5,8,276,32,1,
21,random,standard_random,50,50,200,399,50,25,25,3,5,2,3,1,2,14,21,0.3333333333333333,
27,random,standard_random,50,50,200,399,50,25,25,3,0,0,0,1,2,0,0,1,
25,random,standard_random,50,50,200,399,50,25,25,7,5,4,1,0,7,75,10,1,
28,random,standard_random,50,50,200,399,50,25,25,11,2,2,0,0,11,104,22,1,
16,random,standard_random,50,50,200,399,50,25,25,25,14,10,4,8,17,1925,1131,1,
29,random,standard_random,50,50,200,399,50,25,25,26,24,12,12,13,13,1881,2068,1,
19,random,standard_random,50,50,200,399,50,25,25,22,23,10,13,11,11,1534,2514,0.5,
18,random,standard_random,50,50,200,399,50,25,25,27,19,13,6,12,15,2103,1640,1,
22,random,standard_random,50,50,200,399,50,25,25,30,20,13,7,12,18,1390,3074,0.5,
20,random,standard_random,50,50,200,399,50,25,25,30,20,8,12,17,13,1175,3084,1,
24,random,standard_random,50,50,200,399,50,25,25,20,30,17,13,8,12,2394.5,2035.5,0.3333333333333333,
23,random,standard_random,50,50,200,399,50,25,25,27,23,11,12,14,13,1732,1754,1,
30,random,standard_random,50,50,200,399,50,25,25,15,20,9,11,9,6,827,1626,0.5,
