run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,standard_random,300,12,200,799,300,264,36,192,108,18,90,18,174,4447166,4407388,155,
7,linear,standard_random,300,12,200,799,300,264,36,173,127,18,109,18,155,4446868,4367324,186,
2,linear,standard_random,300,12,200,799,300,264,36,136,164,18,146,18,118,4418822,4338202,173,
10,linear,standard_random,300,12,200,599,300,264,36,179,121,18,103,18,161,4434756,4385458,67,
3,linear,standard_random,300,12,200,599,300,264,36,125,175,18,157,18,107,265194,2157916,11,
8,linear,standard_random,300,12,200,799,300,264,36,188,112,18,94,18,170,4450670,4391902,294,
12,linear,standard_random,300,12,200,599,300,264,36,160,140,18,122,18,142,4386692,4309832,142,
6,linear,standard_random,300,12,200,799,300,264,36,181,119,18,101,18,163,4439634,4393926,159,
5,linear,standard_random,300,12,200,799,300,264,36,188,112,18,94,18,170,4453028,4377588,288,
11,linear,standard_random,300,12,200,799,300,264,36,130,170,18,152,18,112,4401058,4393716,283,
13,linear,standard_random,300,12,200,799,300,264,36,173,127,18,109,18,155,4399974,4320068,212,
9,linear,standard_random,300,12,200,799,300,264,36,137,163,18,145,18,119,4431320,4382054,143,
15,linear,standard_random,300,12,200,599,300,264,36,152,148,18,130,18,134,4295674,4370920,82,
4,linear,standard_random,300,12,200,799,300,264,36,140,160,18,142,18,122,4425608,4408106,154,
14,linear,standard_random,300,12,200,799,300,264,36,171,129,18,111,18,153,4448912,4373992,290,
18,linear,standard_random,300,12,200,799,300,264,36,148,152,18,134,18,130,4421054,4377796,172,
16,linear,standard_random,300,12,200,799,300,264,36,131,169,18,151,18,113,4454802,4420092,269,
25,linear,standard_random,300,12,200,599,300,264,36,147,153,18,135,18,129,4373744,4398566,27,
17,linear,standard_random,300,12,200,799,300,264,36,162,138,18,120,18,144,4285900,4346406,256,
21,linear,standard_random,300,12,200,599,300,264,36,134,166,18,148,18,116,4357532,4430390,108,
23,linear,standard_random,300,12,200,799,300,264,36,159,141,18,123,18,141,4434756,4392280,186,
24,linear,standard_random,300,12,200,599,300,264,36,147,153,18,135,18,129,4441930,4355584,125,
20,linear,standard_random,300,12,200,799,300,264,36,167,133,18,115,18,149,4429008,4378658,127,
27,linear,standard_random,300,12,200,599,300,264,36,178,122,18,104,18,160,2741568,4137586,6,
22,linear,standard_random,300,12,200,799,300,264,36,136,164,18,146,18,118,4411732,4432004,228,
19,linear,standard_random,300,12,200,799,300,264,36,151,149,18,131,18,133,4358962,4360044,249,
26,linear,standard_random,300,12,200,799,300,264,36,151,149,18,131,18,133,4423628,4425294,288,
29,linear,standard_random,300,12,200,599,300,264,36,136,164,18,146,18,118,4383546,4423178,88,
28,linear,standard_random,300,12,200,799,300,264,36,131,169,18,151,18,113,4350478,4389724,130,
30,linear,standard_random,300,12,200,799,300,264,36,169,131,18,113,18,151,4432428,4378960,250,
