run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,paranoid_max,50,12,200,399,50,44,6,15,35,3,32,3,12,13330,19600,,49
13,linear,paranoid_max,50,12,200,399,50,44,6,8,42,3,39,3,5,14960,19600,,49
14,linear,paranoid_max,50,12,200,399,50,44,6,25,25,3,22,3,22,18368,19600,,49
15,linear,paranoid_max,50,12,200,399,50,44,6,8,42,3,39,3,5,19600,19600,,49
4,linear,paranoid_max,50,12,200,399,50,44,6,33,17,3,14,3,30,19320,19600,,49
5,linear,paranoid_max,50,12,200,399,50,44,6,43,7,3,4,3,40,19600,19600,,49
3,linear,paranoid_max,50,12,200,399,50,44,6,40,10,3,7,3,37,19600,19600,,49
6,linear,paranoid_max,50,12,200,399,50,44,6,38,12,3,9,3,35,19098,19600,,49
2,linear,paranoid_max,50,12,200,399,50,44,6,30,20,3,17,3,27,19458,19600,,49
16,linear,paranoid_max,50,12,200,399,50,44,6,16,34,3,31,3,13,18920,19600,,49
7,linear,paranoid_max,50,12,200,399,50,44,6,36,14,3,11,3,33,18368,19600,,49
8,linear,paranoid_max,50,12,200,399,50,44,6,27,23,3,20,3,24,17290,19600,,49
9,linear,paranoid_max,50,12,200,399,50,44,6,28,22,3,19,3,25,17290,19600,,49
11,linear,paranoid_max,50,12,200,399,50,44,6,16,34,3,31,3,13,19600,19600,,49
12,linear,paranoid_max,50,12,200,399,50,44,6,19,31,3,28,3,16,19600,19600,,49
10,linear,paranoid_max,50,12,200,399,50,44,6,26,24,3,21,3,23,19140,19600,,49
22,linear,paranoid_max,50,12,200,399,50,44,6,27,23,3,20,3,24,15470,19600,,49
29,linear,paranoid_max,50,12,200,399,50,44,6,13,37,3,34,3,10,18662,19600,,49
19,linear,paranoid_max,50,12,200,399,50,44,6,30,20,3,17,3,27,18920,19600,,49
18,linear,paranoid_max,50,12,200,399,50,44,6,36,14,3,11,3,33,18040,19600,,49
17,linear,paranoid_max,50,12,200,399,50,44,6,19,31,3,28,3,16,15960,19600,,49
30,linear,paranoid_max,50,12,200,399,50,44,6,17,33,3,30,3,14,10400,19600,,49
23,linear,paranoid_max,50,12,200,399,50,44,6,39,11,3,8,3,36,19552,19600,,49
20,linear,paranoid_max,50,12,200,399,50,44,6,31,19,3,16,3,28,18040,19600,,49
21,linear,paranoid_max,50,12,200,399,50,44,6,38,12,3,9,3,35,19552,19600,,49
25,linear,paranoid_max,50,12,200,399,50,44,6,28,22,3,19,3,25,18662,19600,,49
26,linear,paranoid_max,50,12,200,399,50,44,6,33,17,3,14,3,30,19552,19600,,49
24,linear,paranoid_max,50,12,200,399,50,44,6,22,28,3,25,3,19,16428,19600,,49
27,linear,paranoid_max,50,12,200,399,50,44,6,18,32,3,29,3,15,19552,19600,,49
28,linear,paranoid_max,50,12,200,399,50,44,6,7,43,3,40,3,4,6840,19600,,49
