run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
12,random,standard_random,150,12,200,399,150,132,18,8,0,0,0,0,8,0,0,0.5,
8,random,standard_random,150,12,200,399,150,132,18,12,0,0,0,1,11,0,0,0.5,
1,random,standard_random,150,12,200,399,150,132,18,62,33,8,25,6,56,11455,13232,0.5,
7,random,standard_random,150,12,200,399,150,132,18,9,2,2,0,1,8,36,0,1,
15,random,standard_random,150,12,200,399,150,132,18,81,15,7,8,4,77,2536.5,1746,1,
4,random,standard_random,150,12,200,399,150,132,18,54,36,8,28,3,51,3796.5,13984.5,1,
9,random,standard_random,150,12,200,399,150,132,18,44,34,10,24,1,43,6810,8378,0.3333333333333333,
11,random,standard_random,150,12,200,399,150,132,18,43,52,6,46,9,34,3824,19053,0.3333333333333333,
2,random,standard_random,150,12,200,399,150,132,18,65,53,10,43,4,61,12798,14377,0.5,
13,random,standard_random,150,12,200,399,150,132,18,91,24,10,14,3,88,6995.5,4561.5,0.3333333333333333,
5,random,standard_random,150,12,200,399,150,132,18,109,34,9,25,9,100,23800,15023,1,
10,random,standard_random,150,12,200,399,150,132,18,81,56,8,48,8,73,17569.5,40970,1,
6,random,standard_random,150,12,200,399,150,132,18,96,54,10,44,8,88,9906,31454,0.3333333333333333,
16,random,standard_random,150,12,200,399,150,132,18,96,18,8,10,3,93,14192,2715,1,
17,random,standard_random,150,12,200,399,150,132,18,48,6,3,3,4,44,1015,304,1,
3,random,standard_random,150,12,200,399,150,132,18,66,84,13,71,5,61,24285,61210,1,
14,random,standard_random,150,12,200,399,150,132,18,75,75,11,64,7,68,17611,72155,0.5,
24,random,standard_random,150,12,200,399,150,132,18,41,4,3,1,1,40,1224,349,1,
18,random,standard_random,150,12,200,399,150,132,18,130,20,11,9,7,123,23422,6830,0.3333333333333333,
27,random,standard_random,150,12,200,399,150,132,18,83,5,3,2,6,77,745,335,0.5,
25,random,standard_random,150,12,200,399,150,132,18,105,10,10,0,4,101,11455,0,0.25,
28,random,standard_random,150,12,200,399,150,132,18,49,16,8,8,2,47,4229,1418,1,
23,random,standard_random,150,12,200,399,150,132,18,80,17,6,11,6,74,9062,4055,1,
20,random,standard_random,150,12,200,399,150,132,18,131,19,10,9,8,123,12853.5,2324,0.5,
26,random,standard_random,150,12,200,399,150,132,18,102,38,14,24,2,100,16284.5,8989,0.5,
19,random,standard_random,150,12,200,399,150,132,18,123,22,14,8,4,119,19061,1988,0.5,
21,random,standard_random,150,12,200,399,150,132,18,103,45,15,30,3,100,28879,16742,0.25,
22,random,standard_random,150,12,200,399,150,132,18,19,131,8,123,10,9,0,131542,1,
29,random,standard_random,150,12,200,399,150,132,18,104,41,15,26,3,101,37687,17876,1,
30,random,standard_random,150,12,200,399,150,132,18,118,32,14,18,4,114,15212,9183,1,
