run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,paranoid_max,300,50,200,799,300,150,150,140,160,75,85,75,65,4455100,4455100,,299
2,linear,paranoid_max,300,50,200,799,300,150,150,164,136,75,61,75,89,4455100,4455100,,299
3,linear,paranoid_max,300,50,200,799,300,150,150,141,159,75,84,75,66,4454802,4455100,,299
6,linear,paranoid_max,300,50,200,799,300,150,150,144,156,75,81,75,69,4455100,4455100,,299
9,linear,paranoid_max,300,50,200,799,300,150,150,145,155,75,80,75,70,4452772,4455100,,299
13,linear,paranoid_max,300,50,200,799,300,150,150,163,137,75,62,75,88,4454802,4455100,,299
10,linear,paranoid_max,300,50,200,799,300,150,150,154,146,75,71,75,79,4454802,4455100,,299
5,linear,paranoid_max,300,50,200,799,300,150,150,150,150,75,75,75,75,4453630,4455100,,299
4,linear,paranoid_max,300,50,200,799,300,150,150,162,138,75,63,75,87,4455100,4455100,,299
8,linear,paranoid_max,300,50,200,799,300,150,150,145,155,75,80,75,70,4453920,4455100,,299
12,linear,paranoid_max,300,50,200,799,300,150,150,151,149,75,74,75,76,4451884,4455100,,299
7,linear,paranoid_max,300,50,200,799,300,150,150,162,138,75,63,75,87,4455100,4455100,,299
11,linear,paranoid_max,300,50,200,799,300,150,150,150,150,75,75,75,75,4455100,4455100,,299
14,linear,paranoid_max,300,50,200,799,300,150,150,152,148,75,73,75,77,4454802,4455100,,299
15,linear,paranoid_max,300,50,200,799,300,150,150,135,165,75,90,75,60,4455100,4455100,,299
17,linear,paranoid_max,300,50,200,799,300,150,150,157,143,75,68,75,82,4453920,4455100,,299
18,linear,paranoid_max,300,50,200,799,300,150,150,143,157,75,82,75,68,4452140,4455100,,299
19,linear,paranoid_max,300,50,200,799,300,150,150,159,141,75,66,75,84,4454212,4455100,,299
21,linear,paranoid_max,300,50,200,799,300,150,150,171,129,75,54,75,96,4455100,4455100,,299
20,linear,paranoid_max,300,50,200,799,300,150,150,127,173,75,98,75,52,4454802,4455100,,299
16,linear,paranoid_max,300,50,200,799,300,150,150,148,152,75,77,75,73,4454802,4455100,,299
22,linear,paranoid_max,300,50,200,799,300,150,150,148,152,75,77,75,73,4455100,4455100,,299
24,linear,paranoid_max,300,50,200,799,300,150,150,162,138,75,63,75,87,4455100,4455100,,299
23,linear,paranoid_max,300,50,200,799,300,150,150,154,146,75,71,75,79,4454208,4455100,,299
25,linear,paranoid_max,300,50,200,799,300,150,150,166,134,75,59,75,91,4454802,4455100,,299
26,linear,paranoid_max,300,50,200,799,300,150,150,147,153,75,78,75,72,4454802,4455100,,299
27,linear,paranoid_max,300,50,200,799,300,150,150,144,156,75,81,75,69,4452140,4455100,,299
28,linear,paranoid_max,300,50,200,799,300,150,150,149,151,75,76,75,74,4455100,4455100,,299
29,linear,paranoid_max,300,50,200,799,300,150,150,151,149,75,74,75,76,4448688,4455100,,299
30,linear,paranoid_max,300,50,200,799,300,150,150,159,141,75,66,75,84,4450670,4455100,,299
